,Tag,Codes,simSeconds,hostSeconds
154,LSXY_ldsd24-13,"#include <stdio.h>

#define ROWS 15
#define COLS 15

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B);
void print_matrix(int *matrix, int rows, int cols, char *name);

int main() {
  int A[ROWS][COLS] = {
    {1, 2, 3},
    {4, 5, 6},
    {7, 8, 9}
  };

  int B[ROWS][COLS] = {
    {9, 8, 7},
    {6, 5, 4},
    {3, 2, 1}
  };

  int C[ROWS][COLS] = {0};
  int D[ROWS][COLS] = {0};
  int E[ROWS][COLS] = {0};

  matrix_multiply(&A[0][0], &B[0][0], &C[0][0], ROWS, COLS, COLS);
  matrix_multiply(&B[0][0], &C[0][0], &D[0][0], ROWS, COLS, COLS);
  matrix_multiply(&A[0][0], &D[0][0], &E[0][0], ROWS, COLS, COLS);

  print_matrix(&A[0][0], ROWS, COLS, ""Matrix A"");
  print_matrix(&B[0][0], ROWS, COLS, ""Matrix B"");
  print_matrix(&C[0][0], ROWS, COLS, ""Resulting matrix C"");
  print_matrix(&D[0][0], ROWS, COLS, ""Resulting matrix D"");
  print_matrix(&E[0][0], ROWS, COLS, ""Resulting matrix E"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B) {
  int i, j, k;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < cols_B; j++) {
      int sum = 0;
      for (k = 0; k < cols_A; k++) {
        sum += *(A + i*cols_A + k) * *(B + k*cols_B + j);
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      printf(""%d "", *(matrix + i*cols + j));
    }
    printf(""\n"");
  }
  printf(""\n"");
}",0.002467,1.98
155,LSXY_ldsd25-14,"#include <stdio.h>
#include <stdlib.h>

#define ROWS 15
#define COLS 15

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B);
void initialize_matrix(int *matrix, int rows, int cols);
void print_matrix(int *matrix, int rows, int cols, char *name);

int main() {
  int A[ROWS][COLS];
  int B[ROWS][COLS];
  int C[ROWS][COLS] = {0};
  int D[ROWS][COLS] = {0};
  int E[ROWS][COLS] = {0};

  initialize_matrix(&A[0][0], ROWS, COLS);
  initialize_matrix(&B[0][0], ROWS, COLS);

  matrix_multiply(&A[0][0], &B[0][0], &C[0][0], ROWS, COLS, COLS);
  matrix_multiply(&B[0][0], &C[0][0], &D[0][0], ROWS, COLS, COLS);
  matrix_multiply(&A[0][0], &D[0][0], &E[0][0], ROWS, COLS, COLS);

  print_matrix(&A[0][0], ROWS, COLS, ""Matrix A"");
  print_matrix(&B[0][0], ROWS, COLS, ""Matrix B"");
  print_matrix(&C[0][0], ROWS, COLS, ""Resulting matrix C"");
  print_matrix(&D[0][0], ROWS, COLS, ""Resulting matrix D"");
  print_matrix(&E[0][0], ROWS, COLS, ""Resulting matrix E"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int cols_B) {
  int i, j, k;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < cols_B; j++) {
      int sum = 0;
      for (k = 0; k < cols_A; k++) {
        sum += *(A + i*cols_A + k) * *(B + k*cols_B + j);
      }
    }
  }
}

void initialize_matrix(int *matrix, int rows, int cols) {
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      *(matrix + i*cols + j) = rand() % 10;
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      printf(""%d "", *(matrix + i*cols + j));
    }
    printf(""\n"");
  }
  printf(""\n"");
}",0.002489,2.03
156,LSXY_ldsd26-15,"#include <stdio.h>

#define ROWS 10
#define COLS 10
#define DEPTH 8

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}",0.049527,41.1
157,LSXY_ldsd27-16,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 10
#define COLS 10
#define DEPTH 8

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);
void init_matrix(int *matrix, int rows, int cols, int depth);

int main() {
  int A[ROWS][COLS][DEPTH];
  int B[COLS][DEPTH][ROWS];
  int C[ROWS][DEPTH][ROWS];

  init_matrix(&A[0][0][0], ROWS, COLS, DEPTH);
  init_matrix(&B[0][0][0], COLS, DEPTH, ROWS);

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}

void init_matrix(int *matrix, int rows, int cols, int depth) {
  srand(time(NULL));
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      for (int k = 0; k < depth; k++) {
        *(matrix + i*depth*cols + j*depth + k) = rand() % 10 + 1;
      }
    }
  }
}",0.048739,36.31
158,LSXY_ldsd28-17,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 10
#define COLS 10
#define DEPTH 10

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);
void init_matrix(int *matrix, int rows, int cols, int depth);

int main() {
  int A[ROWS][COLS][DEPTH];
  int B[COLS][DEPTH][ROWS];
  int C[ROWS][DEPTH][ROWS];

  init_matrix(&A[0][0][0], ROWS, COLS, DEPTH);
  init_matrix(&B[0][0][0], COLS, DEPTH, ROWS);

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}

void init_matrix(int *matrix, int rows, int cols, int depth) {
  srand(time(NULL));
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      for (int k = 0; k < depth; k++) {
        *(matrix + i*depth*cols + j*depth + k) = rand() % 10 + 1;
      }
    }
  }
}",0.074739,57.05
159,LSXY_ldsd29-18,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 10
#define COLS 10
#define DEPTH 10

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);
void print_matrix(int *matrix, int rows, int cols, int depth, char *name);
void init_matrix(int *matrix, int rows, int cols, int depth);

int main() {
  int A[ROWS][COLS][DEPTH];
  int B[COLS][DEPTH][ROWS];
  int C[ROWS][DEPTH][ROWS];

  init_matrix(&A[0][0][0], ROWS, COLS, DEPTH);
  init_matrix(&B[0][0][0], COLS, DEPTH, ROWS);

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  print_matrix(&A[0][0][0], ROWS, COLS, DEPTH, ""Matrix A"");
  print_matrix(&B[0][0][0], COLS, DEPTH, ROWS, ""Matrix B"");
  print_matrix(&C[0][0][0], ROWS, DEPTH, ROWS, ""Resulting matrix C"");

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
      }
    }
  }
}

void print_matrix(int *matrix, int rows, int cols, int depth, char *name) {
  printf(""%s:\n"", name);
  for (int i = 0; i < rows; i++) {
    printf(""Matrix Slice %d:\n"", i);
    for (int j = 0; j < depth; j++) {
      for (int k = 0; k < cols; k++) {
        printf(""%d "", *(matrix + i*depth*cols + j*cols + k));
      }
      printf(""\n"");
    }
    printf(""\n"");
  }
  printf(""\n"");
}

void init_matrix(int *matrix, int rows, int cols, int depth) {
  srand(time(NULL));
  for (int i = 0; i < rows; i++) {
    for (int j = 0; j < cols; j++) {
      for (int k = 0; k < depth; k++) {
        *(matrix + i*depth*cols + j*depth + k) = rand() % 10 + 1;
      }
    }
  }
}",0.133095,103.09
160,LSXY_ldsd30-2,"#include <stdio.h>

int main() {
  int x = 420;
  int y = 0;
  int z = 100;
  
  int p1 = 420;
  int p2 = 0;
  int p3 = 100;
  
  printf(""Initial values: x = %d, y = %d, z = %d\n"", x, y, z);
  
  // load and store operations
  p1 = p3;
  p3 = p2;
  p2 = x;
  
  printf(""Final values: x = %d, y = %d, z = %d\n"", x, y, z);
  
  return 0;
}",0.000527,0.35
161,LSXY_ldsd31-3,"#include <stdio.h>

int main() {
  int a = 10;
  int b = 20;
  int c = 30;
  int p1 = 10;
  int p2 = 20;
  int p3 = 30;
  int temp1, temp2, temp3;

  printf(""Initial values: a = %d, b = %d, c = %d\n"", a, b, c);

  // load and store operations without * and &
  temp1 = p1;
  temp2 = p2;
  temp3 = p3;
  temp1 = temp2 + 5;
  temp2 = temp3 - 10;
  temp3 = temp1 + temp2;
  a = temp1;
  b = temp2;
  c = temp3;

  printf(""Final values: a = %d, b = %d, c = %d\n"", a, b, c);

  return 0;
}",0.000527,0.33
162,LSXY_ldsd32-4,"#include <stdio.h>

#define ROWS 3
#define COLS 3

void matrix_multiply(int a[][COLS], int b[][COLS], int c[][COLS]) {
  int i, j, k;
  int sum;

  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      sum = 0;
      for (k = 0; k < ROWS; k++) {
        sum += a[i][k] * b[k][j];
      }
      c[i][j] = sum;
    }
  }
}

int main() {
  int a[ROWS][COLS] = {{1, 2, 3}, {4, 5, 6}, {7, 8, 9}};
  int b[ROWS][COLS] = {{10, 11, 12}, {13, 14, 15}, {16, 17, 18}};
  int c[ROWS][COLS];
  
  int pa[ROWS][COLS] = {{1, 2, 3}, {4, 5, 6}, {7, 8, 9}};
  int pb[ROWS][COLS] = {{10, 11, 12}, {13, 14, 15}, {16, 17, 18}};
  int* pc = &c[0][0];

  printf(""Matrix A:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", a[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", b[i][j]);
    }
    printf(""\n"");
  }

  matrix_multiply(a, b, c);

  printf(""Matrix C = A * B:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", c[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.000563,0.35
163,LSXY_ldsd33-5,"#include <stdio.h>

int main() {
  int matrix1[3][3] = { {1, 2, 3}, {4, 5, 6}, {7, 8, 9} };
  int matrix2[3][3] = { {9, 8, 7}, {6, 5, 4}, {3, 2, 1} };
  int result[3][3] = { {0, 0, 0}, {0, 0, 0}, {0, 0, 0} };
  
  int p1[3][3] = { {1, 2, 3}, {4, 5, 6}, {7, 8, 9} };
  int p2[3][3] = { {9, 8, 7}, {6, 5, 4}, {3, 2, 1} };
  int pr[3][3] = { {0, 0, 0}, {0, 0, 0}, {0, 0, 0} };

  printf(""Matrix 1:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", matrix1[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix 2:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", matrix2[i][j]);
    }
    printf(""\n"");
  }

  // matrix multiplication
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      for (int k = 0; k < 3; k++) {
        pr[i][j] += matrix1[i][k] * matrix2[k][j];
      }
    }
  }

  printf(""Result Matrix:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", result[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.000563,0.37
164,LSXY_ldsd34-6,"#include <stdio.h>

int main() {
  int A[3][2] = {{1, 2}, {3, 4}, {5, 6}};
  int B[2][4] = {{7, 8, 9, 10}, {11, 12, 13, 14}};
  int C[4][3] = {{0, 0, 0}, {0, 0, 0}, {0, 0, 0}, {0, 0, 0}};
  int D[3][4] = {{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}};


  int i, j, k;
  for (i = 0; i < 4; i++) {
    for (j = 0; j < 3; j++) {
      C[i][j] = D[j][i];
    }
  }

  printf(""Matrix A:\n"");
  for (i = 0; i < 3; i++) {
    for (j = 0; j < 2; j++) {
      printf(""%d "", A[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < 2; i++) {
    for (j = 0; j < 4; j++) {
      printf(""%d "", B[i][j]);
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < 4; i++) {
    for (j = 0; j < 3; j++) {
      printf(""%d "", C[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.00056,0.36
165,LSXY_ldsd35-5,"#include <stdio.h>

int main() {
  int matrix1[3][3] = { {1, 2, 3}, {4, 5, 6}, {7, 8, 9} };
  int matrix2[3][3] = { {9, 8, 7}, {6, 5, 4}, {3, 2, 1} };
  int result[3][3] = { {0, 0, 0}, {0, 0, 0}, {0, 0, 0} };
  
  int p1[3][3] = { {1, 2, 3}, {4, 5, 6}, {7, 8, 9} };
  int p2[3][3] = { {9, 8, 7}, {6, 5, 4}, {3, 2, 1} };
  int pr[3][3] = { {0, 0, 0}, {0, 0, 0}, {0, 0, 0} };

  printf(""Matrix 1:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", matrix1[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix 2:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", matrix2[i][j]);
    }
    printf(""\n"");
  }


  printf(""Result Matrix:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", result[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.00056,0.35
166,LSXY_ldsd36-7,"#include <stdio.h>

void init_matrices(int (*A)[6], int (*B)[10], int (*C)[8], int (*D)[10]) {
  int i, j;
  int count = 1;

  for (i = 0; i < 8; i++) {
    for (j = 0; j < 6; j++) {
      *(*A + i*6 + j) = count++;
    }
  }

  count = 49;
  for (i = 0; i < 6; i++) {
    for (j = 0; j < 10; j++) {
      *(*B + i*10 + j) = count++;
    }
  }

  for (i = 0; i < 10; i++) {
    for (j = 0; j < 8; j++) {
      *(*C + i*8 + j) = 0;
    }
  }

  for (i = 0; i < 8; i++) {
    for (j = 0; j < 10; j++) {
      *(*D + i*10 + j) = 0;
    }
  }
}

int main() {
  int A[8][6], B[6][10], C[10][8], D[8][10];
  init_matrices(A, B, C, D);

  int i, j, k;
  for (i = 0; i < 8; i++) {
    for (j = 0; j < 10; j++) {
      for (k = 0; k < 6; k++) {
        D[i][j] += A[i][k] * B[k][j];
      }
    }
  }

  for (i = 0; i < 10; i++) {
    for (j = 0; j < 8; j++) {
      C[i][j] = D[j][i];
    }
  }

  printf(""Matrix A:\n"");
  for (i = 0; i < 8; i++) {
    for (j = 0; j < 6; j++) {
      printf(""%d "", A[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < 6; i++) {
    for (j = 0; j < 10; j++) {
      printf(""%d "", B[i][j]);
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < 10; i++) {
    for (j = 0; j < 8; j++) {
      printf(""%d "", C[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.000801,0.58
167,LSXY_ldsd37-8,"#include <stdio.h>

#define ROWS 4
#define COLS 3
#define DEPTH 5

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
      }
    }
  }
}",0.001129,0.83
168,LSXY_ldsd38-8,"#include <stdio.h>

#define ROWS 4
#define COLS 3
#define DEPTH 5

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += 1;
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}",0.000867,0.64
169,LSXY_ldsd39-9,"#include <stdio.h>

#define ROWS 10
#define COLS 5
#define DEPTH 6

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
      }
    }
  }
}",0.014909,11.64
170,LSXY_ldsd40-9,"#include <stdio.h>

#define ROWS 10
#define COLS 5
#define DEPTH 6

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += 1;
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}",0.004712,3.78
